dataset,dataset_idx,image_file,linguistic_phenomena,caption,answer,classes,split,original_split,classes_foil,mturk,foil,challenge_set,foil_method,grammaticality_scores,nli_scores,key,declarative_statement,declarative_statement_foils,provenance_of_foils,foiling_method,orig_caption,only_caption,local_img_path
visual7w,2321661,v7w_2321661.jpg,counting,There are exactly 3 planters.,3,3,test,test,1,"{'foil': 0, 'caption': 3, 'other': 0}",There is exactly 1 planter.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2321661.jpg
visual7w,2339560,v7w_2339560.jpg,counting,There are exactly 2 birds flying.,2,2,test,test,1,"{'foil': 0, 'caption': 3, 'other': 0}",There is exactly 1 bird flying.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2339560.jpg
visual7w,2372509,v7w_2372509.jpg,counting,There is exactly 1 child on the left of the truck.,1,1,test,test,2,"{'foil': 2, 'caption': 1, 'other': 0}",There are exactly 2 children on the left of the truck.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2372509.jpg
visual7w,2393125,v7w_2393125.jpg,counting,There are exactly 3 street lamps in the photo.,3,3,test,test,2,"{'foil': 1, 'caption': 1, 'other': 1}",There are exactly 2 street lamps in the photo.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2393125.jpg
visual7w,2327129,v7w_2327129.jpg,counting,There is exactly 1 truck in the picture.,1,1,test,test,3,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 3 trucks in the picture.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2327129.jpg
visual7w,2370926,v7w_2370926.jpg,counting,There is exactly 1 player visible.,1,1,test,test,2,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 2 players visible.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2370926.jpg
visual7w,2327425,v7w_2327425.jpg,counting,There are exactly 3 main people.,3,3,test,test,1,"{'foil': 0, 'caption': 3, 'other': 0}",There is exactly 1 main person.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2327425.jpg
visual7w,2381773,v7w_2381773.jpg,counting,There is exactly 1 box in the image.,1,1,test,test,2,"{'foil': 1, 'caption': 2, 'other': 0}",There are exactly 2 boxes in the image.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2381773.jpg
visual7w,2337207,v7w_2337207.jpg,counting,There are exactly 3 hands total shown.,3,3,test,test,2,"{'foil': 0, 'caption': 2, 'other': 1}",There are exactly 2 hands total shown.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2337207.jpg
visual7w,2401999,v7w_2401999.jpg,counting,There are exactly 2 pair of shoes.,2,2,test,test,1,"{'foil': 0, 'caption': 3, 'other': 0}",There is exactly 1 pair of shoes.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2401999.jpg
visual7w,2387915,v7w_2387915.jpg,counting,There are exactly 2 people visible.,2,2,test,test,3,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 3 people visible.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2387915.jpg
visual7w,1592844,v7w_1592844.jpg,counting,There are exactly 0 towels.,0,0,test,test,1,"{'foil': 0, 'caption': 3, 'other': 0}",There is exactly 1 towel.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_1592844.jpg
visual7w,2381236,v7w_2381236.jpg,counting,There are exactly 2 people in the photo.,2,2,test,test,1,"{'foil': 0, 'caption': 3, 'other': 0}",There is exactly 1 person in the photo.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2381236.jpg
visual7w,2378828,v7w_2378828.jpg,counting,There are exactly 2 boots on the bench.,2,2,test,test,3,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 3 boots on the bench.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2378828.jpg
visual7w,2373172,v7w_2373172.jpg,counting,There is exactly 1 person.,1,1,test,test,3,"{'foil': 1, 'caption': 2, 'other': 0}",There are exactly 3 people.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2373172.jpg
visual7w,2350078,v7w_2350078.jpg,counting,There are exactly 2 boys in the image.,2,2,test,test,1,"{'foil': 0, 'caption': 3, 'other': 0}",There is exactly 1 boy in the image.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2350078.jpg
visual7w,2333173,v7w_2333173.jpg,counting,There is exactly 1 plate.,1,1,test,test,2,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 2 plates.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2333173.jpg
visual7w,2358523,v7w_2358523.jpg,counting,There are exactly 3 people.,3,3,test,test,2,"{'foil': 1, 'caption': 2, 'other': 0}",There are exactly 2 people.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2358523.jpg
visual7w,2316919,v7w_2316919.jpg,counting,There are exactly 2 people.,2,2,test,test,1,"{'foil': 0, 'caption': 3, 'other': 0}",There is exactly 1 person.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2316919.jpg
visual7w,1592555,v7w_1592555.jpg,counting,There is exactly 1 dog.,1,1,test,test,3,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 3 dogs.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_1592555.jpg
visual7w,2375211,v7w_2375211.jpg,counting,There are exactly 2 pizzas on the table.,2,2,test,test,1,"{'foil': 0, 'caption': 3, 'other': 0}",There is exactly 1 pizza on the table.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2375211.jpg
visual7w,2391867,v7w_2391867.jpg,counting,There are exactly 3 people in the picture.,3,3,test,test,1,"{'foil': 1, 'caption': 2, 'other': 0}",There is exactly 1 person in the picture.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2391867.jpg
visual7w,2388437,v7w_2388437.jpg,counting,There are exactly 2 train tracks shown.,2,2,test,test,3,"{'foil': 0, 'caption': 2, 'other': 1}",There are exactly 3 train tracks shown.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2388437.jpg
visual7w,2350580,v7w_2350580.jpg,counting,Exactly 3 of the cat's paws can be seen.,3,3,test,test,2,"{'foil': 3, 'caption': 0, 'other': 0}",Exactly 2 of the cat's paws can be seen.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2350580.jpg
visual7w,2327728,v7w_2327728.jpg,counting,There are exactly 2 stools.,2,2,test,test,1,"{'foil': 0, 'caption': 3, 'other': 0}",There is exactly 1 stool.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2327728.jpg
visual7w,2361739,v7w_2361739.jpg,counting,There are exactly 2 heads of celery in the picture.,2,2,test,test,1,"{'foil': 0, 'caption': 1, 'other': 2}",There is exactly 1 head of celery in the picture.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2361739.jpg
visual7w,713642,v7w_713642.jpg,counting,There is exactly 1 person outside.,1,1,test,test,2,"{'foil': 0, 'caption': 0, 'other': 3}",There are exactly 2 people outside.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_713642.jpg
visual7w,2401137,v7w_2401137.jpg,counting,There are exactly 3 dogs on the motorbike.,3,3,test,test,1,"{'foil': 0, 'caption': 3, 'other': 0}",There is exactly 1 dog on the motorbike.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2401137.jpg
visual7w,2323364,v7w_2323364.jpg,counting,There are exactly 0 cats.,0,0,test,test,1,"{'foil': 0, 'caption': 3, 'other': 0}",There is exactly 1 cat.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2323364.jpg
visual7w,2389720,v7w_2389720.jpg,counting,There is exactly 1 person in the photo.,1,1,test,test,2,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 2 people in the photo.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2389720.jpg
visual7w,2318339,v7w_2318339.jpg,counting,There are exactly 2 people.,2,2,test,test,3,"{'foil': 3, 'caption': 0, 'other': 0}",There are exactly 3 people.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2318339.jpg
visual7w,2369515,v7w_2369515.jpg,counting,There are exactly 3 capital letters pictured.,3,3,test,test,2,"{'foil': 1, 'caption': 2, 'other': 0}",There are exactly 2 capital letters pictured.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2369515.jpg
visual7w,2333318,v7w_2333318.jpg,counting,There are exactly 2 street signs.,2,2,test,test,1,"{'foil': 0, 'caption': 3, 'other': 0}",There is exactly 1 street sign.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2333318.jpg
visual7w,2414603,v7w_2414603.jpg,counting,There is exactly 1 horse in the photo.,1,1,test,test,3,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 3 horses in the photo.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2414603.jpg
visual7w,2325633,v7w_2325633.jpg,counting,There are exactly 3 animals shown.,3,3,test,test,2,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 2 animals shown.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2325633.jpg
visual7w,2371080,v7w_2371080.jpg,counting,There is exactly 1 microwave.,1,1,test,test,2,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 2 microwaves.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2371080.jpg
visual7w,2316787,v7w_2316787.jpg,counting,There are exactly 2 buildings in the picture.,2,2,test,test,3,"{'foil': 1, 'caption': 2, 'other': 0}",There are exactly 3 buildings in the picture.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2316787.jpg
visual7w,2397743,v7w_2397743.jpg,counting,There are exactly 2 traffic lights.,2,2,test,test,0,"{'foil': 1, 'caption': 2, 'other': 0}",There are exactly 0 traffic lights.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2397743.jpg
visual7w,2331218,v7w_2331218.jpg,counting,There is exactly 1 kitten.,1,1,test,test,2,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 2 kittens.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2331218.jpg
visual7w,2338349,v7w_2338349.jpg,counting,There are exactly 0 animals.,0,0,test,test,1,"{'foil': 1, 'caption': 1, 'other': 1}",There is exactly 1 animal.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2338349.jpg
visual7w,2405089,v7w_2405089.jpg,counting,There are exactly 2 donuts shown.,2,2,test,test,1,"{'foil': 1, 'caption': 2, 'other': 0}",There is exactly 1 donut shown.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2405089.jpg
visual7w,2405530,v7w_2405530.jpg,counting,There is exactly 1 umbrella.,1,1,test,test,2,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 2 umbrellas.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2405530.jpg
visual7w,2400911,v7w_2400911.jpg,counting,There are exactly 3 tables.,3,3,test,test,2,"{'foil': 1, 'caption': 2, 'other': 0}",There are exactly 2 tables.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2400911.jpg
visual7w,2367875,v7w_2367875.jpg,counting,There are exactly 3 wheels pictured.,3,3,test,test,2,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 2 wheels pictured.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2367875.jpg
visual7w,2329487,v7w_2329487.jpg,counting,There is exactly 1 dresser.,1,1,test,test,3,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 3 dressers.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2329487.jpg
visual7w,2323223,v7w_2323223.jpg,counting,There is exactly 1 elephant.,1,1,test,test,3,"{'foil': 1, 'caption': 2, 'other': 0}",There are exactly 3 elephants.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2323223.jpg
visual7w,2372612,v7w_2372612.jpg,counting,There are exactly 2 cars in the lower left of the photo.,2,2,test,test,3,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 3 cars in the lower left of the photo.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2372612.jpg
visual7w,2402413,v7w_2402413.jpg,counting,There is exactly 1 animal in the photo.,1,1,test,test,0,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 0 animals in the photo.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2402413.jpg
visual7w,2320369,v7w_2320369.jpg,counting,There is exactly 1 train.,1,1,test,test,2,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 2 trains.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2320369.jpg
visual7w,2365558,v7w_2365558.jpg,counting,There are exactly 3 traffic lights pictured.,3,3,test,test,2,"{'foil': 1, 'caption': 2, 'other': 0}",There are exactly 2 traffic lights pictured.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2365558.jpg
visual7w,2383458,v7w_2383458.jpg,counting,There are exactly 0 people in the image.,0,0,test,test,3,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 3 people in the image.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2383458.jpg
visual7w,2406060,v7w_2406060.jpg,counting,There is exactly 1 man.,1,1,test,test,2,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 2 men.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2406060.jpg
visual7w,2399208,v7w_2399208.jpg,counting,There are exactly 3 animals.,3,3,test,test,1,"{'foil': 2, 'caption': 1, 'other': 0}",There is exactly 1 animal.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2399208.jpg
visual7w,2381618,v7w_2381618.jpg,counting,There is exactly 1 dog in the photo.,1,1,test,test,2,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 2 dogs in the photo.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2381618.jpg
visual7w,2341807,v7w_2341807.jpg,counting,There is exactly 1 inflatable banana shown.,1,1,test,test,2,"{'foil': 2, 'caption': 1, 'other': 0}",There are exactly 2 inflatable bananas shown.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2341807.jpg
visual7w,285996,v7w_285996.jpg,counting,There are exactly 0 people in the picture.,0,0,test,test,3,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 3 people in the picture.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_285996.jpg
visual7w,2373586,v7w_2373586.jpg,counting,There are exactly 3 boats.,3,3,test,test,1,"{'foil': 3, 'caption': 0, 'other': 0}",There is exactly 1 boat.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2373586.jpg
visual7w,2372475,v7w_2372475.jpg,counting,There is exactly 1 animal.,1,1,test,test,3,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 3 animals.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2372475.jpg
visual7w,2347026,v7w_2347026.jpg,counting,There are exactly 2 elephants in the picture.,2,2,test,test,0,"{'foil': 1, 'caption': 2, 'other': 0}",There are exactly 0 elephants in the picture.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2347026.jpg
visual7w,2326561,v7w_2326561.jpg,counting,There are exactly 0 deer on the tracks.,0,0,test,test,3,"{'foil': 1, 'caption': 1, 'other': 1}",There are exactly 3 deer on the tracks.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2326561.jpg
visual7w,2381149,v7w_2381149.jpg,counting,There are exactly 0 people pictured.,0,0,test,test,2,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 2 people pictured.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2381149.jpg
visual7w,2416045,v7w_2416045.jpg,counting,There are exactly 3 people in the picture.,3,3,test,test,0,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 0 people in the picture.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2416045.jpg
visual7w,2319994,v7w_2319994.jpg,counting,There is exactly 1 hand seen.,1,1,test,test,3,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 3 hands seen.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2319994.jpg
visual7w,2402776,v7w_2402776.jpg,counting,There are exactly 2 people in the picture.,2,2,test,test,1,"{'foil': 0, 'caption': 3, 'other': 0}",There is exactly 1 person in the picture.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2402776.jpg
visual7w,2410368,v7w_2410368.jpg,counting,There are exactly 2 fruits.,2,2,test,test,3,"{'foil': 1, 'caption': 2, 'other': 0}",There are exactly 3 fruits.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2410368.jpg
visual7w,2411400,v7w_2411400.jpg,counting,There are exactly 2 meals visible.,2,2,test,test,0,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 0 meals visible.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2411400.jpg
visual7w,2363534,v7w_2363534.jpg,counting,There are exactly 2 people in the photo.,2,2,test,test,0,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 0 people in the photo.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2363534.jpg
visual7w,2399519,v7w_2399519.jpg,counting,There is exactly 1 person holding umbrellas.,1,1,test,test,2,"{'foil': 1, 'caption': 2, 'other': 0}",There are exactly 2 people holding umbrellas.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2399519.jpg
visual7w,713007,v7w_713007.jpg,counting,There are exactly 3 lampposts in the photo.,3,3,test,test,1,"{'foil': 0, 'caption': 3, 'other': 0}",There is exactly 1 lamppost in the photo.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_713007.jpg
visual7w,2319169,v7w_2319169.jpg,counting,There is exactly 1 man.,1,1,test,test,2,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 2 men.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2319169.jpg
visual7w,2374318,v7w_2374318.jpg,counting,There are exactly 2 eggs.,2,2,test,test,1,"{'foil': 3, 'caption': 0, 'other': 0}",There is exactly 1 egg.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2374318.jpg
visual7w,2388673,v7w_2388673.jpg,counting,There are exactly 3 people under the umbrella.,3,3,test,test,1,"{'foil': 1, 'caption': 1, 'other': 1}",There is exactly 1 person under the umbrella.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2388673.jpg
visual7w,2363950,v7w_2363950.jpg,counting,You can distinguish exactly 0 people's faces.,0,0,test,test,3,"{'foil': 0, 'caption': 3, 'other': 0}",You can distinguish exactly 3 people's faces.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2363950.jpg
visual7w,2316070,v7w_2316070.jpg,counting,There are exactly 3 loaves.,3,3,test,test,1,"{'foil': 0, 'caption': 3, 'other': 0}",There is exactly 1 loaf.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2316070.jpg
visual7w,2316044,v7w_2316044.jpg,counting,There are exactly 0 people riding on elephants.,0,0,test,test,1,"{'foil': 0, 'caption': 3, 'other': 0}",There is exactly 1 person riding on elephants.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2316044.jpg
visual7w,2363747,v7w_2363747.jpg,counting,There is exactly 1 racket in the photo.,1,1,test,test,0,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 0 rackets in the photo.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2363747.jpg
visual7w,2357796,v7w_2357796.jpg,counting,There are exactly 2 planes shown.,2,2,test,test,3,"{'foil': 2, 'caption': 0, 'other': 1}",There are exactly 3 planes shown.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2357796.jpg
visual7w,2369707,v7w_2369707.jpg,counting,There are exactly 2 laptops.,2,2,test,test,0,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 0 laptops.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2369707.jpg
visual7w,2345777,v7w_2345777.jpg,counting,There is exactly 1 sandwich pictured.,1,1,test,test,2,"{'foil': 1, 'caption': 2, 'other': 0}",There are exactly 2 sandwiches pictured.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2345777.jpg
visual7w,2353785,v7w_2353785.jpg,counting,There are exactly 2 glasses on the table.,2,2,test,test,3,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 3 glasses on the table.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2353785.jpg
visual7w,2400849,v7w_2400849.jpg,counting,There are exactly 2 briefcases beside the fireplace.,2,2,test,test,0,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 0 briefcases beside the fireplace.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2400849.jpg
visual7w,2405358,v7w_2405358.jpg,counting,There is exactly 1 giraffe.,1,1,test,test,2,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 2 giraffes.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2405358.jpg
visual7w,2399258,v7w_2399258.jpg,counting,Exactly 1 skier can be seen.,1,1,test,test,2,"{'foil': 0, 'caption': 2, 'other': 1}",Exactly 2 skiers can be seen.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2399258.jpg
visual7w,2361081,v7w_2361081.jpg,counting,There are exactly 2 stuffed animals.,2,2,test,test,3,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 3 stuffed animals.,counting-small-quant.json,,,,,,,,,,,images/v7w/v7w_2361081.jpg
